HDI Rank,Country,2000,2005,2010,2011,2012,2013,2014
.., San Marino,53.8,57.6,99.1,114.2,115.2,117,118.8
143, Sao Tome and Principe,0,7.7,57.6,62.8,65,64.9,64.9
39, Saudi Arabia,6.8,57.4,189.2,194.5,187.4,184.2,179.6
170, Senegal,2.5,15.3,64.4,70.2,83.6,92.9,98.8
66, Serbia,,67,125.3,130.2,117.8,119.4,122.1
64, Seychelles,32.5,67.5,128.9,137.9,147.8,147.3,162.2
181, Sierra Leone,0.3,,34.8,36.4,37,65.7,76.7
11, Singapore,70.1,97.5,145.4,150.1,152.1,155.9,158.1
35, Slovakia,23.1,84.2,109,110,111.9,113.9,116.9
25, Slovenia,61.1,87.9,103.3,105.2,108.4,110.2,112.1
156, Solomon Islands,0.3,1.3,21.9,51.1,55,57.6,65.8
.., Somalia,1.1,5.9,6.7,18.2,22.6,49.4,50.9
116, South Africa,18.6,70.4,97.9,123.2,130.6,145.6,149.7
169, South Sudan,,,,17.3,21.2,25.3,24.5
26, Spain,60.2,98.4,111.3,113.1,108.4,106.9,107.8
73, Sri Lanka,2.3,16.9,83.6,87.5,91.6,95.5,103.2
167, Sudan,0.1,4.8,41.5,68.8,74.4,72.9,72.2
103, Suriname,8.8,46.6,99.3,100.7,106.5,161.1,170.6
150, Swaziland,3.1,18.1,60.8,63.2,65.4,71.5,72.3
14, Sweden,71.8,100.8,117.2,121.2,124.6,124.4,127.8
3, Switzerland,64.7,92.2,123.2,127.4,132.1,136.8,140.5
134, Syrian Arab Republic,0.2,16.2,54.3,59.2,59.3,56.1,71
129, Tajikistan,0,3.9,77.9,80.9,81.5,91.8,95.1
151, Tanzania (United Republic of),0.3,7.6,46.7,55.4,57,55.7,62.8
93, Thailand,4.9,46.5,108,116.3,127.3,140.1,144.4
81, The former Yugoslav Republic of Macedonia,5.6,54.1,102.4,105.2,106.2,106.2,109.1
133, Timor-Leste,,3.3,43.8,56,55.7,57.4,58.7
162, Togo,1,7.8,41.3,41.6,49.9,62.5,69
100, Tonga,0.2,29.6,52.2,52.6,53.4,54.6,64.3
64, Trinidad and Tobago,12.8,71.3,142.6,137,140.8,144.9,147.3
96, Tunisia,1.2,56.5,104.5,115.2,118.1,115.6,128.5
72, Turkey,25.5,64.4,85.6,89.4,91.5,93,94.8
109, Turkmenistan,0.2,2.2,63.4,103.8,114.1,116.9,135.8
.., Tuvalu,0,13.4,16.3,21.6,28.4,34.4,38.4
163, Uganda,0.5,4.6,37.7,47.5,45,44.1,52.4
81, Ukraine,1.7,63.7,117.1,121.3,130.3,138.1,144.1
41, United Arab Emirates,47.2,109.3,129.4,131.4,149.6,171.9,178.1
14, United Kingdom,73.7,108.6,123.6,123.6,124.8,124.6,123.6
8, United States,38.5,68.3,91.3,94.4,96,95.5,98.4
52, Uruguay,12.4,34.7,131.6,140.6,147.1,154.6,160.8
114, Uzbekistan,0.2,2.8,75.5,90.4,71,74.3,73.8
134, Vanuatu,0.2,6.1,71.9,56.6,59.1,50.3,60.4
71, Venezuela (Bolivarian Republic of),22.3,46.8,96,97.6,102.1,101.6,99
116, Viet Nam,1,11.3,125.3,141.6,147.7,130.9,147.1
160, Yemen,0.2,11.3,48.7,50.1,58.3,69,68.5
139, Zambia,1,8.3,41.2,59.9,74.8,71.5,67.3
155, Zimbabwe,2.1,5.1,58.9,68.9,91.9,96.3,80.8
